"2016-03-08 03:18:10","37.384","7","7.42","0.822","2","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:18:15","36.975","15","6.644","0.451","17","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:18:20","36.338","14","7.048","1.197","4","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:18:25","39.255","1","7.249","5.908","9","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:18:30","37.358","4","7.048","5.0","20","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:18:36","38.839","11","8.226","3.692","3","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:18:40","37.371","10","7.652","0.53","7","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:18:46","37.157","17","7.854","1.408","17","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:18:50","37.384","13","8.428","0.211","8","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:18:56","37.78","13","8.458","1.963","12","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:19:01","37.384","4","7.854","1.621","13","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:19:06","38.215","18","8.055","2.854","6","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:19:11","35.877","1","8.257","3.398","15","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:19:16","36.728","11","8.629","5.509","18","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:19:21","37.176","10","9.032","4.618","10","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:19:26","36.507","20","8.831","4.519","0","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:19:31","36.28","16","8.861","5.336","8","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:19:37","36.942","11","9.234","4.598","1","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:19:41","37.975","20","9.466","4.91","12","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:19:46","36.098","7","9.668","3.737","4","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:19:51","35.89","0","9.264","2.666","12","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:19:58","36.299","16","9.668","3.617","10","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:20:01","36.293","20","10.272","5.031","2","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:20:06","35.26","12","9.869","4.183","19","21","-117.2347713","32.8825399","0","0"
"2016-03-08 03:20:12","37.105","4","9.668","3.475","8","21","-117.2347713","32.8825399","0","0"
